1:x2 : 2,1:x2 : 1
0.10193036976845404,-0.405724923608927
0.1573164650492397,-1.7376824142500165
1.1901067598667279,-0.9681609023980536
0.3921303415791686,0.4114071174152206
0.4969209186785981,-1.7815820628344103
0.723417949817492,-0.9499687108753816
0.8493768827450937,-1.3102358705529937
0.7902121125256578,0.208340929633118
-0.2466464475966692,0.231812990357532
-0.4312773561335116,-0.2788607126259264
0.09051360254240931,-1.2066946741123346
0.7284579475530557,-0.19018841521985735
0.1315032542549787,-0.8218872539049427
-0.5009467552224248,-2.244331505099185
0.6842639190803113,-0.6771241092761681
0.6413706285955086,1.515647649276844
0.44008502990643755,-0.5589126526061893
-0.7552828389451796,0.4542944684686798
0.6628255166453674,0.8559377341384822
-0.14651209225835027,-0.31339382001314486
1.1176948329237204,0.1695321478583104
1.1926343559264327,-0.4409526162769192
-1.4098482483592407,0.8410145509570262
4.2306130427078505,-0.9910468868750375
1.0563027062607606,-0.5769120063999421
-0.1412177685555162,-0.09589558067353549
-0.09130120906204131,-0.048045998312076954
1.485593796443022,0.5167090030115207
2.1523766977331213,-0.1112646562743611
1.1931692173331254,0.31750980132737266
0.6634895122183562,-2.1237427012538013
0.640718539129285,-0.34098461964243826
-0.30865937115434217,-0.2502839239656516
-0.6342286501710099,-0.046290080919305754
0.9302071078198257,-0.4612241048068426
1.9137543509792845,-2.3192752617251524
1.7872992736635267,-1.3373235791705618
1.048967204246285,-0.2972904335871077
0.7256037278017945,-0.3033140663314764
-0.2753101289968483,-1.4960524123838754
0.7491996251555888,-0.6946264613622883
0.6196225746900483,-1.335071020920141
-0.39654744022771066,-1.4138477595066383
-0.455915273973062,0.686738881293699
0.8257800868449585,-0.02455558523218679
-0.025085340148029336,0.6672774226039934
-0.21365995815356262,-0.3468059776537693
1.5991820951961186,-0.8750277900567547
2.2024843800010614,-0.7051063848392094
0.10770156259350121,-0.4263288835430037
